Review,Rating
pastry miss baristas lovely friendly typical hipster attitude regardless nearby love supporting local shop latte,3
easily favorite shop entire city couple friend town couldn wait huge fanatic unfortunately time service acceptable working counter clearly pissed working sure ordering knew gave order looked total acknowledging asked girlfriend friend ordering wanted cold outside tried ordering frappucino snapped frappucinos asked similar said yeah blended drink asked flavor available said sign horchata asked responded long explain basically cinnamon flavored drink disappointed service recent visit drink embarrassing favorite town friend type visit,2
check liked original epoch location near airport blvd memory drinking friend eating pasteries location madam lunch instrantly kenw lunch atmosphere nice people working everyhing strats taste expert taste particular dark french roast tried regular drip sour know bean type roasting sour flavor style prefer review skewed definetly location parking fairly easy break,3
excited shop town greeted smile thank cashier barista decent tasting guess cool,3
food drink usually decent customer service time worker impatient friendly probably plenty shop staff friendly,2
said baristas miss paying latte need topped steamed attitude favor,2
work complaint restroom wait time long restroom share woman woman stall theirs restroom woman,2
check agree general star rating location picky come especially expectation especially tool expect vibe stylish warm welcome environment epoch disappointed parameter space large lack style atmosphere feel sandwich shop rented expected shop cappuccino espresso foam people foam macchiato milk latte looked pretty milk inside sight sandwich internet pretty fast sure lower expectation better starbucks wrong,3
check held reviewing torn star landed time taken away compelled stay staff cleanliness ambiance lacking favorite cold brew sourced texas roaster espresso tasty sourced cuvee afternoon pastry limited look stale small kitchen serf east interesting sounding food bowl sandwich fast away gluten free option comfortable couch section look dank dirty hint dark rest seating area cleaner nice small outside patio weather right lady bathroom door missing useable stall look cleaned week open till make quick away heading late night alamo movie convenient photo mindy epoch,3
check convenience wireless connectivity friendliness rating obsessed kind stuff mean latte pour espresso pretty expensive machine pull espresso watery existent crema pour over hurriedly extraction flavor coming cuvee coin easy accessibility connection speed reasonable service fairly helpful staff fairly pedestrian espresso discernable crema,3
check listed pretending hook overall wrong time rating based mainly cranky barista service hand star review based service verbally passive aggressive wanted hand stack post note write thought muttering breath knew hear ambiance bumpin yoooo destiny child tupac seating people studying hipster panera bread kind feel fine drank selection asian herbal included settled warm genmaicha counter cold misty weather outside pretty shade ultramarine blue probably better experience provided service throw shade,2
updated review check favorite discovery sadly parking awful seating time gone price increased drink cortado think know original price higher starbucks feel epoch deserves slack mispricing store open year experiment usual cappuccino served bigger recently downsized drink mocha tell small updated price reference cappuccino starbucks tall latte starbucks tall mocha starbucks tall drip starbucks tall rich willing buck course epoch taste better poor student street starbucks menu careful probably completely different tomorrow,3
check edited review star harassed rudely said need order said drink getting busy rudest encountered business drink understand business ordered horrible employee typical weird beard glass joke asked supposed order certain period time hour gone place study gross customer service think think lying getting drink earlier greedy little problem chai latte almond milk splendas pouring thingies guess regular plain drink right brought table drink right away considering cold outside wanted hottt pretty weird need turn heat machine gave star price holy moly small music loud chai latte almond milk splendas healthier version,1
giving shot hoping better mind drink black hate looking mocha latte review probably help iced americanos disgusting time ordered looked dirty water tasted worse tried iced thinking maybe stay away espresso better reason americanos iced horribly bitter know taste flavor familiar worked shop drinking long started admit appreciate certain coffee able appreciate stand pretty throw iced americano drank basically friend paid knew weren better finish agree comment attitude employee feel inconvenience reason coming meet friend week like mojo meet thinking request meeting mood,1
service hahaha baristas stereotypical holier thou jerk people joke fine personally prefer patronize business clearly seen annoyance ordering location better start guess,1
regular epoch year review based visit best staff nice smile wifi dependable table spread study usually table couch love hipster atmosphere artwork cold mean kind chilly bring sweater mean hour finger chilled bone despite wearing peacoat best table lined wall conditioning blast right sitting table wall help solve problem time bring sweater time leave planned couldn stand cold small naturally cold person plan minute earlier morning degree outside conditioning left earlier wanted coming especially close hate cold,2
updated review epoch clean line fast wifi outside seating haven resampled food pastry sitting month bathroom broken mess door second stall towel dispenser hanging open gaping sodden roll towel bathroom function grimy floor roll sitting handicap people lonely barista trying make wait time long life miserable sure expect thing location arguably thought thing half year open,3
check listed review pretty shop expert epoch expansion circa original epoch pretty shop game lock feel clean kindof emptiness basing review staff epoch chill people missing character original epoch korea house area travel spot better starbucks block away wouldn,3
edit left minute music horrible loud timey country abruptly turned alternative song sequence buffalo transvestite song silence lamb people cool little area right alamo drafthouse anderson mean parking hopeless community business centered leafy garden small comfy lighting poor people studying success chair tried sitting wobbly balanced outside thankfully little humid unfortunately forgot headphone forced listen timey country probably coming,2
epoch nice environment vibe usually fairly quiet background music faint chatter assume student problem connecting wifi time option problem overall nice okay coming hang studying laptop risky miss internet connection,3
check service nice tried mocha pretty bland wouldn recommend,2
employee plus fastest turtle speed internet deserves star,1
updated review opinion shop declined somewhat original review notable experience standing waiting barista serve line finally excuse service said barista ordering happened time wait brew fresh batch taste watered swill delicious happens right corner work giving chance wish staff,2
study customer service meet expectation study work table available evening pack usually night place study time purchase started busier cashier possibly owner walked friend tell getting crowded thought incredibly rude understand business business appreciate asked wanted drink bought drink apologized appreciated,1
head enjoy original epoch bother pastry completely different vendor croissant tasted undercooked pillsbury product think worse plus vibe read super snooty returning,2
check look nice outside alright special taste tried japanese worker suppose taste little sweet little blueberry drink tasted thought ordered cold brew popping extravagant think drink little overpriced ordered drink total drink know group friend opinion glad japanese taste cold brew,2
check love houndstooth star baristas friendly atmosphere café cozy honey latte ordered pretty disappointing honey flavor funky taste moreso hazelnut taste maybe different drink impress honey latte,3
second visit condescension knife baristas smile reenact high fidelity record store scene head tell sufficiently snob deserve shop store plus couldn accommodate snobbery large drink paper,1
check hmmm long time heard houndstooth morning needed perusing paper thought fairness experience maybe fare better relatively remember weird music wafting speaker place greeted soon ample seating including comfy love seat cushioned chair range high table stool plus long community table seating maybe dozen friend family maybe stranger friend shop forget cleanliness shop afraid touch drink houndstooth north lamar central market clean orderly nice century modern chic chris sound star okay downside asked bold rich choice listen barista advice bean listed barista said house blend house blend okay shot house blend served houndstooth memorable better average sure near thunderbird galaxy fuggetaboutit croissant order small close junior hard fresh croissant real sizable fresh houndstooth croissant microwave edge staleness shouldn forgettable drink normal sized appeared heard barista comfy love seat camped foot away weird visit noticed barista called drink volume enthusiasm happened sure hear croissant large little steep mediocrity friend clear dish laid corner consent barista know bussing floor clear thing kitchen star real reason,2
review promising stopped colombian blend pour smooth lose robust flavor lost ground price,2
updated review preface saying leave negative review talking reviewing messaged business payment received response appear issue addressed favorite town quality declined sharply past month undrinkable latte morning feel change previous star review coffee coming inconsistent espresso shot burning milk texture bummer coming forever staff lovely recommend anymore,2
latte skim milk thought nonfat turned chai latte size ounce pretty weak taste slightly fruity aftertaste special milk steamed maybe extra shot better expensive drink worth,2
check listed yelp challenge heading houston wanted catch friend decided grab near suggested houndstooth congress location worked capitol hadn location houndstooth service cappuccino surprised tiny tiny tiny tiny little seating raining outside table available seating inside ended getting coffee taking apartment service tattooed brooklyn looking baristas expect small seating,3
listed thanks latte time today year minute opened small line forming advantage early morning stop brave busy parking fill quickly barista peppy ready watched joke laugh girl mentioned regular half asleep waited filled order kindly asked started answering said vanilla latte sorry rolled looked phone resting face replied seeing frustration sorry order minute turning knew answered work right care regular spot morning starbucks closed running late halfheartedly asked flavored syrup latte kind trailed vanilla honey luckily fine honey wanted paid honey latte remarking pretty brought drink tipping smile laugh resting face cost morning greeting houndstooth fault dude fault usual haunt weren convenient today pleasant experience coming today excused fact paid little small latte hesitant flavor honey spot creamy rich hint sweetness meet quick post coworker update social medium account choose houndstooth line cool,3
ooohhh myyyy goddddd life blow money eternity spend line area houndstooth looked yelp high rating figured filled typical hipster look poor probably spent buck haircut hundred shirt looked people line walked thursday morning figured quickly pull shot pour milk person right barista nice shop know hustle counter wrong employee regard customer time couldn figure taking long spent minute line people ahead minute annoyed kicker ordered iced latte size option asked figured standard paid ridiculous added buck teeny maybe half filled liquid mediocre liquid moral story starbucks half time money equal mediocre paid smallest iced latte,1
check completely honest understand hype houndstooth houndstooth small shop amazing cheaper price ambience location nice baristas educated know question afraid parking tough cautious vanilla latte essential,3
check cool vibe walk hardly seating space small study staff nice helpful kind vibe,3
served bitter latte grind dialed correctly plus sure hype custom marzocco return,3
check barista recommendation purchased small tweed bean timepiece pretty steep price small heard thing heck right tried assuming refund exchange nope short bearded sorry wrong bean care barista felt attitude short bearded hipster cringe thought buying fact stand sell proud,1
lovely cappuccino expert felt overwhelmed immediately line people safe route cramped presumably people veteran waiting little awkward register nice barista chilly hustling lovely design foam sound risqué,3
drink building clean staff friendly star price worth reviewer think cool houndstooth think espresso taste espresso expensive drip coffee wanted confusing order,3
check houndstooth constantly year best taco universe sadly disagree friend lower rating cost twice starbucks know starbucks mega corporate artisinal stuff better ubiquity standard opinion charge standard commodity open block away produce significantly better standard houndstooth uncultured swine opinion better worse talking espresso drip uncultured swine starbucks compare kick butt epoch place cheaper better opinion better atmosphere houndstooth constantly crowded loud mediocre know single plug recharge porch listen traffic sound lamar chat instead shop sound inside strike having single spot type personal casual conversation trendy shop work remotely matter macbooks abound macbook type review important extra interesting thing pourovers cherry novel import chemex maybe worth trouble expense tried love happening,2
listed local ugly iced terrible parking cramped seating inside baristas doubt knowledgeable mean approachable recommend grabbing delicious cuppa dine,3
grabbed espresso blueberry scone morning price steep plus pastry aren warm overall experience expensive everyday,3
cappuccino terrible atmosphere baristas super hipster slowly feel extreme pressure likely generous satisfaction guilt food breakfast taco expensive cappuccino,3
check listed preface review stating think houndstooth appeal peer offense hard parking shop small opinion probably seat people chore seat sitting outside wintertime note felt awkward staying easily spot crowd hipster people baristas know shop work sadly availability electrical socket zilch internet speed okay quick monkey nest confession order work starbucks close,3
drinking mocha hanging friend maybe light work internet reliable frequent especially house,3
morning daughter breakfast arrived breakfast taco daughter food brought vendor simply busy morning sold taco ordered muffin pastry taco bean pico gallo warm heated toaster oven blueberry muffin tasty drink regular black exotics girl chai latte thought cappuccino said decent special course located lemar union complex little pricey shop worth extra time travel view river table cubano tasty cold vegetarian sandwich rave review daughter,3
stopped cold latte nice warm service nice vibe overpriced average quality pretty,3
medici location experience pretty quality wife avid drinker drinking time moved lamar union apartment building shop excited having quick walking distance know wake grab home work grab hell drink work home couple time week unfortunately experience location think location option drive shop irie bean patika lamar walked store work asked black room indicated wanted central american roast barista said minute order happen upset happens changed order americano shot thing wrong informed possibly machine pours choice asked split shot maybe pour half second shot noooo policy early morning having married woman barista college drink time politely left shop willing asked drink paying deal life quality place time deal snob unwilling drink asking insane,1
check walk sunday paper finally stopped almond croissant little priced little,2
quality espresso pretty fantastic tickety typically enjoy shop modern sterile vibe looking roast contemporary feel joint quality look ambiance second star spresso feel comfortable hanging,3
best visit barrista nice sadly rest experience lackluster bakery product left time saturday table space drink selection plus nice outdoor seating bench create cozy spot expand menu better stock pastry better,2
check caramel latte drink warm feel drink,2
deal love medici owner super nice hometown drink time different mocha black disappointed customer service walked counter woman register looked waiting order maybe spoiled expect little friendly exchange walk bark order maybe case order listen order realized wrong biggy happens barista quick better,3
terrible absolutely worst purchased shop yesterday today exceeds crappiness yesterday follow talked barista nice helpful conclusion drip,3
atmosphere service nice honestly reason star cost saying worth saying hard justify fact small special approach option know cost high,3
liked love liked parking pain inside interior pleasant warm decor personal preference ordered iced almond milk latte drink single shop time gauge alright liked crushed iced almond milk nice creamy wish stronger extra shot atmosphere nice renovated home making feel welcoming biggest reason star music playing happened fiddler type instrument particularly loud headphone matter loud turned music love secondly thought price latte steep better almond milk latte slightly cheaper knocking reasonable comparable overall area wanted,3
check okay congress nice perk patio seating private parking outlet traditional toddy local tell congress better cortado millk,3
kick grab especially late night cozy atmosphere pretty quiet people studying given star drink totally sloppy spilling side bother wipe visit,3
check service courteous espresso machine moving friday morning visit usual little simple latte stable spoiled tulsa wonder theworld yelp doubleshot capable albeit bland latte espresso balanced friendliness lacking sweet draw love reference longer flavor syrup espresso drink long help engrossed conversation headed shot environment capable return,3
caffe medici opened west lynn tried bean medici blend familigia tell disappointed past friday cuvee caffe medici parted famiglia longer available small bean spyhouse orion blend barista assured blend similar famiglia husband agree close nearly disappointed caffe medici newest house bean staple house search replacement,3
time staff satisfactory rude simply appearing care horrible guadalupe hostile customer maybe buiness care daily list,2
mixed caffe medici long time customer delicious product awesome shop roaster town nice turned attitude snarling barrister girl recent visit probably year happened taking order latte order time phone paying attention started making drink looked regular milk gently waved attention wouldn redo drink waved telling second waited phone said sorry supposed response blew away need tell order stunned lady paying attention ordering tried correct blew needed differently incompetent hmmm nasty take milk steel steamer pours milk total cross contamination watched grossed wanting simply leave disgust yummy shop happy vote dollar treated safe consume contaminated product,2
gotten morning ordered skinny vanilla latte honey taking order honey thinking honey need espresso mixed milk melt anyways wanting honey waited barista sweet honey unfortunately espresso right milk honey ended side tasted kind uncomfortably creamy milky positive skim milk altogether probably frequent shop returning,3
start saying cafe medici make place deal hipster attitude ordering cappacino specified splenda hipster taking order notified carry splenda contempt staring cupful splenda packet counter arrogant reply splenda seriously,1
drag getting hipster grey hair reason snooty girl long brown hair shake dipping strand filled iced brim asked little space milk shrug grimace contempt reason hmmmm superb hipster girl walk care,2
loud work study bring playing awful banjo drum kicking twang music heard older sitting gabbing past sexual experience shoot write quick essay test artsy leaf designed latte recommend coming catch friend need therapy heard left,2
decent ultra pretentious hipster vibe lead recommend shop ultra pretentious hipster vibe mistake politely inquiring almond milk taste ultra pretentious hipster vibe response almond milk case curious sense chore decaf minute note french press cool people visiting shop gave pretentious vibe working said wouldn return,2
check yeah yeah speak starbucks schooled real macchiato cold iced caramel deliciousness think instructed wanted iced latte caramel informed caramel house tasted little caramel drink comment caramel drizzle glass pretty better beloved chain ordered beverage chocolate croissant whopping total live barista nice feel uncool shop making feel ignorant,3
parking suck warned share small parking laundry door place shop coffeshop parking allowed luck trying park hope towed thank goodness happen meetup group reason gave star price affordable peanut butter cookie gotten star group knitty group people staff member nice making grumpy crabby stayed home plan returning sorry caffe medici,3
austinites dislike eating galaxy café brother mentioned heard caffe medici right parked drink clearly folk counter weren people friendly super interested working little square hipster hungover crowd ordered café latte turned horrible mistake bitterness literally overtook immediately sure blame barista paved driveway drink epic fail somewhat dealing kind best decided order italian soda thinking surely mess drink epic fail seating nightmare bother happen town need shot caffeine better place parking worth hassle worth,2
taste cafe lait excellent temperature slightly stronger bland,3
check awesome breakfast taco mocha latte cappuccino iced drink fantastic food impressed fact foil wrapped taco gave degree burn boiling water finally opened taco kind congealed flavor wouldn order breakfast wrong,3
experience overpriced overly hipster tried study seat torture device,2
visitor yelp star look breakfast wanted breakfast taco order thinking fresh reach tray pull wrapped tinfoil stuck tinfoil tried open return fresh thermos,2
check pleasant atmosphere nestled bookstore relaxing sipping reading news,3
bitter nice settle work leave,2
absolutely worst espresso blend vile preference acidic bitter overtone boutique house cool service,1
stopped iced extremely disappointed flavorless watered started melt atmosphere nice relaxed hipster vibe shop hope better,3
solid final week fall hour weren issue close earlier preferred college student friend ordered latte almond milk ordered chai ordered iced vanilla latte parking neighborhood issue parking hold time right rush finding seating pretty easy ambiance nice music intimidating appropriate volume decor pleasing minimalist embodying spirit pretty flip beverage solid extraordinary better option similar price point disappointed having read raving review yelpers table small seating option uncomfortable manageable sufficient quantity quoting friend butt hurt wifi little slow temperature little uncomfortable slightly warmer preferred bathroom smell little funky deal overall neutral experience choice especially studying hour,3
check short sweet review friend life street super convenient needed cold vanilla juneteenth parade friendly patience strong hell added cream sugar bought delicious pastry door simple microwave said pastry warmed know frozen version,3
perfect example absurd overpriced bougieness east meal price green decor nice baristas attractive menu life block north spit nice thing ahead sell overpriced style jour fact literally single simple affordable make trying gentrification right neighbor face aluminum infused tortilla sprinkle breakfast taco guess charge,1
certainly given star barista practically argued wanted espresso drink felt knew better personal preference customer know making feel talking change mind regardless need clean restroom clean coming referring look people liking review skin know travel better place,2
check environment crowded small parking park residentially spot small standard service come napkin table wobbly bummer better luck time,3
twice nice space shouldn sell product know yesterday americano bitter burnt watery today cortado plain awful cortado shouldn bitter lukewarm especially nearly joint trying hard know stop single source cold brew silliness learn maybe pretentious stuff work play nice music plus,2
check inside giving star lacking snack option construction judge book cover inside modern light white wall natural light coming window feel night outside baristas friendly room left little table work hang average shop check,3
needed walk order turn size guess strong hipster classical music,2
check beautifully designed café look attached trendy upscale hotel decided stop taste nitro cold brew knew immediately wrong served break velvety texture foam type nitro cold brew remembered,3
mean baristas tatts baristos beard serve damn know pour blooming latte star opinion little pricey overrated sorry kind know walking super super cute decor precious tiny sweet plus yummy sparkling water bizwitches kind pretentious said true experience soco walk half mile shop snap love graffiti wait line enjoy steaming blazing texas willie,3
beware breakfast taco filled shell disgusting fine steer clear lowest quality breakfast taco,3
listed long weekend morning recommendation airbnb host line table sign ordered almond latte frozen chocolate decided order couple breakfast item premade breakfast taco write home handpie delicious decent size chocolate croissant unfortunately fresh finish small parking pulled parked street small outdoor seating area nice hesitated café star service stand offish rude working register taking order probably friendly person contact speak word answer question thrilled kind putting,3
check listed review self challenge holic read yelp review epic espresso milkshake course later afternoon monday pretty packed style island middle shop people student home business type hording space near working outlet table ordered milkshake nice chit chat barista finding seat attempt charge phone apparently dead outlet mind combination student lead overhearing sense drama student life espresso milkshake okay flavored chocolatey hoped read yelp milky terrible worth price trip district bike uber reliable mode transportation skip visitor come metro area high expectation unfortunately expressed online pastry food option sure password situation stay long need plus quietness mellow music playing,2
waste time looking breakfast taco sold everyday,3
year favorite town stopped normal breakfast taco needle changed management small shop feel breakfast taco item usually sell face lift different shop suck,3
starbucks flavored drink probably love better sweet vanilla flavor personally summermoon sweet taste whatsoever half moon probably wouldn order probably regular latte cappuccino inside tightly packed give late night study vibe liked atmosphere loud inside pretty packed people smooth strong flavor noisy parking difficult sweet,2
coffee super compare choice people nazi google article ordered large winter moon filled small dollar bullsh inch left room,2
super excited summer moon cafe today today terrible customer service experience pointing barista drink lacking vanilla instead remaking drink barista defensive taste said flavor pours vanilla drink making worse drinking sugar water paying americanos expect amazing service work hard high drink reading review thought worth today time supporting local business,1
decent decent food shop warm dimly best hang work homework,3
enjoy sweet drink milkshake best clean check politics care sort,2
parking terrible sweet inside laptop campy price reasonable baked good,3
time horrible customer service manager talk barista customer service need argue customer extremely rude,1
start saying frequently issue regard visit establishment disappointed staff gentleman taking order today nice polite making smiled acknowledged customer asked simple question thought asked world reoccurring theme small shop visit live right door customer service know starbucks garbage staff friendly smile helpful,2
liked summermoon store special apparently college pretty seat occupied appeared student working laptop functional particularly comfortable assortment desk type chair formica countertop table power outlet iced americano shot espresso drink spot wife ordered iced recall variety iced instead said strong generally bought ethiopian bean house roasted nice medium roast usual roasted bean place ethiopian coffee nice floral taste summermoon roast summermoon drop grab,3
line server snack tried half wintermoon latte amazing wish open usually work time imagine hankering sweet drink regular wintermoon summermoon fantastic picked muffin ended vial tasted thrown away gluten free banana drive flavorless dirt alright judge shop sweet staff weren friendly whatsoever taken aback treated stay overall perfect given opportunity expect baristas,3
line door loud study plenty space excited wood roasted tasted watery saturday probably chance week hopefully quieter hopefully better happens happy change review,2
prepared service slow rude feel impolite parking pain,3
sure review clear location wonderful visit summer moon week living buda working aside consistently amazing baristas annoyed rude snippy remark girl different occasion prompting review rolled clarifying wanted drink cold inconvenienced order frankly avoid location love need internal review staff attitude,2
star faux daria telling unicorn milk called moon milk unicorn milk joke think point needed moved friend called unicorn milk cute innocent remembered fact asked wanted summermoon walked outside said fuck decay hire people aren literal picture people know running business comprehend humor aligns marketing trend know unicorn,2
updated review time lately service general unfriendliness worse earlier slow time baristas believe kelly alexander couldn bothered acknowledge presence walked forbid help baristas nearby shop usually better reason coming dwindling fast driving buda worth maybe time know,1
probably wouldn know refuse divulge mystery ingredient milk thanks,1
listed search fantastic friend week later evening glad open impressed bitter homemade syrup tasted baristas nice atmosphere deli table wall case chalk board beautiful giving star ambiance work,3
check start doughnut covered chocolate glaze delectable round sprinkle interestingly color tasted doughnut cafe baked fresh scratch organic ingredient vegan adhere dietary need eager vegan taste decipher difference think delicious doughnut damn sweet easy organic cream belgian waffle fair trade help start sweeten remainder experience necessarily enjoyable doughnut kind bummer highlight service lackluster pretty downright rude running completely expected understandable ordered polite sorry almond milk appropriate emotion annoying barista asked wifi password outlet received short abrupt response outlet asking crime wondering dessert shop meant encourage social interaction work space understand explained exchange staff left poor taste mouth dessert doughnut,2
check hoping better experience location atmosphere small shop pretty limited seating table tiny chair awkward friend sort long chair smaller chair sort seated tiny table thought walked kind long table seat space glad busy packed awkward stranger close overall small table room wouldn studying group dessert know pastry selection small display case moved cream selection vegan dairy flavor metal spoon scared flavor coconut lemon cooky strawberry pretty yeah special coming wish tried seeing thing cube service alright served stamp card think time card nice recommendation pretty popular store squinting menu looking shop indecisive overall average disclaimer vegan guess people appreciate stawberry lemon cooky coconut icecream dairy,3
fairly ambiguous idea drink latte cappuccino probably slow service high price,3
supporting local small business instead starbucks work enjoy tasty beverage chic hospitable outlet plug sure menu delicious discredit suitable hoping,3
previous month friendly prompt service visit today time week received worst service received unlike face cafe able ramble cafe leche order hesitation alright cool matcha donut gave cool paid stuff proceeded seat wait beverage angsty looking chick order come counter take seat patron start browsing cell phone point lady counter preoccupied look stocking prepping drink work barista tell drink customer shop drink hearing espresso machine milk steamer stand pick counter attention chick order sitting browsing phone lady counter greets usher register know ordered drink tell ordered tell ordered fault knowing order said cafe dead reason miscommunication purposeful negligence worker behalf regular espresso machine helping local business love hand crafted drink perfect home sort afraid treated disrespect request angsty chick order served emily helpful prompt understanding,1
love dessert coast atmosphere said lost business completely time visited disappointed outlet shop work hour fiance ended dragging table chair outlet banquet seating bathroom charge close dying workable inelegant solution returning added lockbox outlet prevent customer plenty shop town kind business clear favorite shop north,2
service pretty decent sunday long open breakfast pastry cooky heavier dessert left love cookie option morning sorry cute decor potential spot chance grab breakfast comin,2
listed cafe community appreciate crestview station mixed diverse retailer trying development cool factor lack character character midtown grocery black star keep regular interior sterile design nice establishing living room vibe bookcase game lack outlet point praise aren table stake claim hour dessert attract plenty couple date albeit briefly experience deserve menu creative special single lady date home sour note menu think opted order drink overwhelmed abundance choice pastry selection scaled protect waste case fresh original,3
best alright,3
excited neighborhood shop review unfortunately experience slightly different time right opened time lacking drink long time service bland point friend evening ordered chai almond milk regular milk girl counter called drink ready grab asked response think almond away friend deep conversation enjoying chai owner come think drinking wrong picked sniffed drinking proceeds switch mind halfway finished drink point huge turnoff awkward moment thank lucky star lactose intolerant vegan mean yelper write review week seeing fairly growing pain normal expected decided shot improving stuff cube idea wish shop menu huge include stuff shop cafe cubano cortadito traditional indian chai homemade syrup plus selection vegan cream dairy cream baked good gotten trying treat look pretty service improved kelsey super friendly friend feel welcome week espresso drink weak nonetheless,3
worst brownie eaten bitting chunk leaving disgusting aftertaste,1
better cappuccino disappointing saturday maybe normal staff,2
shop post marathon work session table outlet people working willing share table outlet busy pretty constantly able spot decent latte pretty cool atmosphere qualm staff service smile totally okay shouldn feel inconveniencing time order generally annoyed look order treated dumb time question looking shop stopped coming service especially brentwood social house opened road service seating excellent dislike smoking smoking section patio know smoke travel wall section prevent bombarded cigarette smoke smoker personally smell able outside increasing risk lung cancer sayin,3
retreating bathroom worst shop experience time having rough morning yesterday roommate decided epoch calm chill saturday morning waiting minute line roommate order rosemary salt bagel table walk order rosemary salt bagel chai latte shot espresso barista shortish dreadlock stare tablet ignores look loudly yell restaurant salt bagel people need ring roommate paid standing assume talking customer minute ahead line dude people walked need ring roommate come counter little friend need ring look standing right counter trying order ummm right idiot barista look thought walked away standing right past minute invisible guess awesome asks order said twice chai absolutely worst lukewarm tasted basil completely lazy asked butter bagel burnt bagel cream cheese rough morning invisible entirely screwed order lost worst experience shop return epoch,1
check update previous review anymore people reading review liking enjoy place anymore stop yelp seriously time seat people parking long time favorite enjoy terrible fantastic seriously service better know nice hard recommend seat available update reason open reason option world changing consistent mojo strong tasty mexican mocha reason sized patio reason attractive creepy feeling make state mental hospital cemetery parking maybe maybe shrine candle interlude read sean review spit drink laughing true people look seven seven night dingy bathroom bird bath session seen pizza stack fridge sell people epoch courtesy yeah people hungry sitting provide noms hungry internet hotspot know working assume internet considering people sipping laptop reason exactly expect shop mexican moco mean mocha sweet treat quack cupcake photo meredith epoch,3
killed presence pretentious hipster douchebags consider giving entire human population immeasurably depressing,1
check epoch time recommended family friend review reflect product employee today ordered caramel macchiato friend immediately cashier mean starbucks laughed said sure haha sarcasm implied swipe card enter delay processing transaction transaction post cashier said tipped wait drink literally milk water glass completely unnecessary ordered caramel macchiato charged given glass milk experience hole cashier,1
check roommate love study shop tend invite epoch conveniently located near live possible walk parking pretty crowded typical deterrent studying parking frustrating epoch time tend study better evening gamble table epoch busy night hour shop pounce table packing leave wifi pretty dependable sneaky suspicion turn wifi crank customer midnight past point wifi freezing temperature affirm turn wifi decent tide studying stand highly recommend chocolate cake large slice rich moist service alright meet standard hipster shop service,3
epoch morning year quad mexican mocha month hour changed epoch hour earlier turn night shift different making latte latte couldn figure kept asked chocolate asked chocolate eventually realized pretty luke warm best started asking milk steamed little longer hotter bitter month continue nasty make working night today tell need milk steamed little laugh time person consistently serve luke warm shop apparently started mumbling breath eventually argue motherfucker asking argument coulda stayed home steaming steaming milk style serf wouldn normally serve complaied motherfucker congrats decent latte,1
star leave review epoch favorite today sitting parent boston terrier life ranch middle rarely brought stranger parent anxious edge people know animal know approach violent mean bitten animal stressed know happen leave outside place smaller cute people freaked know holding near decided walk epoch employee outside patio issue picking walking asking order outside proceed girl counter long dark curly hair horrendously rude face brief conversation condescending tone voice unacceptable merely asked order outside response restaurant violating health code seen patio epoch numerous time restaurant kept reiterating know restaurant progressively speaking louder slower child inept capable taking order outside patio honestly fine polite apologetic chose thing disgusting face completely utterly uncalled epoch customer chat employee treat customer spend penny epoch policy completely understandable asking demanding rule changed ignored employee chose treat today reason respond calm polite asking question reason treat service industry,1
check vibe epoch furniture lighting cool espresso variety bean espresso appreciate lighter darker option time asked variety water americano standard sized filled brim,3
concept awesome service barista mood rude time frustrated customer cool strange brew,2
chai alright thought yummy service fast,3
signature drink iced mojo pretty refreshing taste watered pretty weak need espresso function black pick blueberry muffin streusel taste mass produced taste fresh heavy handed almond extract least palate picked,2
environment burnt wish better roast,2
check ready major attitude encountered hipster barista attitude staff give absolutely zero mexican chocolate price aren staff jerk atmosphere typical music nice loud student studying late night cram session,3
service hipster service boggles mind called internet word mouth plus suck asked espresso annoyed unsure question espresso blend cofffee crappy service wouldn concern service crappy wouldn crappy crappy service thinking instill damn culture hipster plus loud telling people leave business said universe work people table hurt business making deal prevent bought espresso hearing make fact make stained espresso placing free wifi,1
check time overly impressed people sentiment atmosphere nice music loud drink liked mexican chocolate staff care pretty gave attitude study hipster cliche shoutout barista tape glass barista distinguished artist playwright smile seriously remove obstruction bowel affecting service,3
know return business crowded seat fine plenty outlet sitting right search epoch iced iced mojo extraordinary strong delicious addicting work interesting people people watching busy business,3
lived walking distance shop year wandering outside patio thought regular staff generally pleasant friend texted asking meet epoch quick chat purchased shop feel need purchase epoch friend purchased epoch waited table outside minute bald epoch staff walked snidely commented table customer insulted friend meeting purchased drink packed space available contentious type situation crowded taken seat board lost business,1
fine food fine staff extremely impersonal busy trying total owed listening wanted seriously given total time telling drink needed food item ordered living york languish ordering person line wanted bean getting pushed door missed extra sale pretty sure time visit,2
thoroughly disappointed love exploring local shop coming unappetizing smell second open door kind musty moldy woman helped placing order inconvenience huge attitude chai tasted milk microwaved,1
check best shop worst decided pumpkin spice latte special pumpkin flavor hoping shop casual atmosphere music nice,2
